id,date,type,content,media_file
843070,2025-02-16T18:02:15+00:00,sticker,[STICKER] BAADBAADvQwAAtajQFJBLhqegNiEzQI,media/sticker_843070.webp
843067,2025-02-16T18:01:52+00:00,text,"Good day anyone seeing this, please I have a contest where I have to invite 5 people to join a discord server to qualify for a giveaway, please all you just need to do is join the discord server through my link 🙏🏻",
843066,2025-02-16T18:01:00+00:00,text,"Respect each other, and let’s keep the vibe positive💖",
843065,2025-02-16T18:00:51+00:00,text,😊👍,
843064,2025-02-16T18:00:30+00:00,text,Noted mate,
843063,2025-02-16T18:00:04+00:00,sticker,[STICKER] BAADBQADUxMAAh3ICFc6ZEF_wIvKkgI,media/sticker_843063.webp
843062,2025-02-16T17:59:35+00:00,text,"remember to be respectful. Abusive language, spamming, and disruptive behavior aren't allowed ❌ 
Let’s keep the vibe positive, friendly, and supportive for everyone!✨",
843061,2025-02-16T17:57:05+00:00,text,Yeah earlier verry crowded,
843059,2025-02-16T17:55:27+00:00,text,Wow 13k,
843058,2025-02-16T17:54:20+00:00,text,"⚡Spamming = Disqualification! Keep the Chat Fun! ⚡

Let’s keep the chat buzzing with good vibes! 🐜💬 Remember, spamming = disqualification from the chat event, and no rewards for you! 🚫💥

Stay active, stay engaged, and let’s make this event legendary! 🎉💪

Keep the fun rolling, but keep it clean! ✨",
843057,2025-02-16T17:54:04+00:00,text,Let’s continue with your amazing support,
843056,2025-02-16T17:52:14+00:00,sticker,[STICKER] BAADBQADrxEAAgsIEVU3AuwYfGNG0QI,media/sticker_843056.webp
843055,2025-02-16T17:50:20+00:00,text,Hello guys,
843054,2025-02-16T17:48:44+00:00,sticker,[STICKER] CAADAgADawMAAm2wQgMBxrMf3Ej7GgI,media/sticker_843054.webp
843053,2025-02-16T17:48:42+00:00,text,Wui,
843052,2025-02-16T17:47:51+00:00,text,Don't spamming sticker,
843051,2025-02-16T17:47:36+00:00,text,Lol,
843050,2025-02-16T17:47:33+00:00,text,Let's guu,
843049,2025-02-16T17:47:30+00:00,text,Sticker war ??,
843048,2025-02-16T17:47:03+00:00,sticker,[STICKER] BAADBQADgAsAAvSJaFXKpDh5GrB6fgI,media/sticker_843048.webp
843047,2025-02-16T17:45:44+00:00,sticker,[STICKER] CAADBAADWxQAAr6buVA7NgTDruxu_wI,media/sticker_843047.webp
843046,2025-02-16T17:45:08+00:00,sticker,[STICKER] BAADBAADQBgAAvSfEVFkw5_hIiMbNgI,media/sticker_843046.webp
843045,2025-02-16T17:45:04+00:00,sticker,[STICKER] BAADBQADhRAAAtLlEFVjm-H0SPxIbgI,media/sticker_843045.webp
843044,2025-02-16T17:44:58+00:00,sticker,[STICKER] BAADBAADvBYAAi9uCFHeoosTQp6rhQI,media/sticker_843044.webp
843043,2025-02-16T17:44:54+00:00,sticker,[STICKER] BAADBQADKhEAAsSGCFV3Rmrg1A5v1AI,media/sticker_843043.webp
843042,2025-02-16T17:44:51+00:00,sticker,[STICKER] BAADBQADKhEAAsSGCFV3Rmrg1A5v1AI,media/sticker_843042.webp
843041,2025-02-16T17:44:40+00:00,sticker,[STICKER] BAADBQADxQ0AAiqEaFXWerMxjpnTRgI,media/sticker_843041.webp
843040,2025-02-16T17:44:35+00:00,sticker,[STICKER] BAADBQADUxMAAh3ICFc6ZEF_wIvKkgI,media/sticker_843040.webp
843039,2025-02-16T17:44:01+00:00,sticker,[STICKER] BAADBQADKwYAAgWD6FWoDvK_4YMH5gI,media/sticker_843039.webp
843038,2025-02-16T17:42:48+00:00,sticker,[STICKER] BAADBAADAxcAAobNCFPA-gIfuyRN2wI,media/sticker_843038.webp
843037,2025-02-16T17:42:38+00:00,sticker,[STICKER] BAADBQADlwwAApqTaVULaSP041qNqQI,media/sticker_843037.webp
843036,2025-02-16T17:42:13+00:00,sticker,[STICKER] BAADBAADNSYAAnIsAVNuYC_flEh7qgI,media/sticker_843036.webp
843035,2025-02-16T17:41:46+00:00,text,1$ sir,
843034,2025-02-16T17:41:44+00:00,text,No doubt,
843033,2025-02-16T17:41:32+00:00,sticker,[STICKER] CAADBQADQxYAArqTkFWUDOCF1yUL-wI,media/sticker_843033.webp
843032,2025-02-16T17:41:17+00:00,sticker,[STICKER] BAADBAADNSYAAnIsAVNuYC_flEh7qgI,media/sticker_843032.webp
843031,2025-02-16T17:41:11+00:00,text,Past is beautiful,
843030,2025-02-16T17:41:05+00:00,text,It’s not fixed anywhere. Listing soon keep focus on announced channel,
843029,2025-02-16T17:40:29+00:00,text,Whatever you think is best😊,
843028,2025-02-16T17:40:26+00:00,text,Lol Hopper M token price high 0.1 cent,
843027,2025-02-16T17:40:25+00:00,text,Arey,
843026,2025-02-16T17:40:19+00:00,text,Chupp,
843025,2025-02-16T17:39:32+00:00,text,If you're here to follow Hopper you'll understand but if you're here just for the $10 you probably won't know👌,
843024,2025-02-16T17:38:57+00:00,sticker,[STICKER] BAADBAADexUAAkejCVNXPSJ4GPFRjQI,media/sticker_843024.webp
843023,2025-02-16T17:38:00+00:00,text,So why Xyz?,
843022,2025-02-16T17:37:58+00:00,text,"You didn't join the Hopper airdrop, huh?",
843021,2025-02-16T17:37:47+00:00,text,To be announced,
843020,2025-02-16T17:37:15+00:00,text,Wow you don't know about Hopper,
843019,2025-02-16T17:37:13+00:00,text,Me too 🤣,
843018,2025-02-16T17:37:05+00:00,text,Keep support all project,
843017,2025-02-16T17:37:03+00:00,sticker,[STICKER] BAADBAADvQwAAtajQFJBLhqegNiEzQI,media/sticker_843017.webp
843016,2025-02-16T17:36:51+00:00,text,What’s that buddy?,
843015,2025-02-16T17:36:44+00:00,text,Hello,
843014,2025-02-16T17:36:39+00:00,text,"Why was it only given a short time in the past, when the token launch took so long?",
843013,2025-02-16T17:36:30+00:00,text,You join Hopperxyz,
843012,2025-02-16T17:35:26+00:00,text,Hopper officially launch soon,
843011,2025-02-16T17:35:16+00:00,text,To be announced,
843010,2025-02-16T17:34:25+00:00,text,When listing,
843009,2025-02-16T17:32:49+00:00,text,When Hopper checker?,
843008,2025-02-16T17:27:59+00:00,sticker,[STICKER] CAADBQADGxQAAgGU6VTFlRo8DyxW0QI,media/sticker_843008.webp
843007,2025-02-16T17:27:52+00:00,text,Kyy,
843006,2025-02-16T17:26:34+00:00,text,Am ready 😋,
843005,2025-02-16T17:25:30+00:00,text,Niceeee my fav one 😁,
843004,2025-02-16T17:24:58+00:00,text,She can't be invited .. but she can be treated 😄,
843003,2025-02-16T17:23:46+00:00,text,Good 😁,
843002,2025-02-16T17:23:34+00:00,text,Keep supporting 💪,
843000,2025-02-16T17:23:12+00:00,text,Tomorrow isn't the b'day.. b'day wa 12th Feb.. tomorrow will be the celebration 🎉🥳,
842999,2025-02-16T17:23:03+00:00,text,Y,
842998,2025-02-16T17:22:57+00:00,text,Keep supporting the Hopper community 💕,
842997,2025-02-16T17:22:51+00:00,text,Meme core price,
842996,2025-02-16T17:22:50+00:00,sticker,[STICKER] BAADBQADKhEAAsSGCFV3Rmrg1A5v1AI,media/sticker_842996.webp
842995,2025-02-16T17:22:32+00:00,text,Idk mate,
842994,2025-02-16T17:22:17+00:00,text,Hi where is mas muth,
842993,2025-02-16T17:22:15+00:00,text,Nice,
842992,2025-02-16T17:21:37+00:00,text,Good,
842991,2025-02-16T17:21:34+00:00,text,Spammers are ready,
842990,2025-02-16T17:21:25+00:00,text,Don't chat more go 💤,
842989,2025-02-16T17:21:24+00:00,text,How are you all friends,
842987,2025-02-16T17:21:06+00:00,text,Hello sir,
842985,2025-02-16T17:20:53+00:00,text,Good job,
842984,2025-02-16T17:20:46+00:00,text,Hii,
842983,2025-02-16T17:20:37+00:00,text,Okh 🌝,
842982,2025-02-16T17:20:23+00:00,text,Hello 👋,
842979,2025-02-16T17:19:54+00:00,text,Active ranking,
842978,2025-02-16T17:18:16+00:00,sticker,[STICKER] BAADBAADNSYAAnIsAVNuYC_flEh7qgI,media/sticker_842978.webp
842977,2025-02-16T17:18:04+00:00,text,Sed talk allowed?,
842976,2025-02-16T17:17:47+00:00,sticker,[STICKER] CAADBQADThMAAujVkFX6a2l4OwPJrAI,media/sticker_842976.webp
842975,2025-02-16T17:17:44+00:00,text,Go sleep 💤,
842974,2025-02-16T17:17:38+00:00,text,Oke,
842973,2025-02-16T17:17:37+00:00,text,No funny talk allow,
842972,2025-02-16T17:17:15+00:00,text,Haha yes funny talks,
842971,2025-02-16T17:17:00+00:00,sticker,[STICKER] BAADBAADZRcAAozRCVHrNcgdOxT6OQI,media/sticker_842971.webp
842970,2025-02-16T17:16:55+00:00,text,Hahaha okayy,
842969,2025-02-16T17:16:49+00:00,text,Don't feed,
842968,2025-02-16T17:16:43+00:00,text,Noob hyper 😐,
842967,2025-02-16T17:16:29+00:00,text,English only,
842966,2025-02-16T17:16:24+00:00,text,Katanya English only😒,
842965,2025-02-16T17:16:23+00:00,text,Meta pizza,
842964,2025-02-16T17:16:18+00:00,text,🤣🤣🤣,
842963,2025-02-16T17:16:14+00:00,text,Hopper make us high,
842962,2025-02-16T17:16:12+00:00,text,Very Good after Updated,
842961,2025-02-16T17:16:05+00:00,text,Eat pizza 🍕,
842960,2025-02-16T17:16:04+00:00,text,I don't know indonesian 😝,
842959,2025-02-16T17:16:01+00:00,text,Hmmm,
842958,2025-02-16T17:16:00+00:00,text,Kamu pake bahasa apa?,
842957,2025-02-16T17:15:49+00:00,sticker,[STICKER] CAADBQADThMAAujVkFX6a2l4OwPJrAI,media/sticker_842957.webp
842956,2025-02-16T17:15:43+00:00,text,Kamu ngomong apa?,
842955,2025-02-16T17:15:41+00:00,text,Burger 🍔🤤,
842954,2025-02-16T17:15:40+00:00,text,Apa,
842953,2025-02-16T17:15:40+00:00,text,In Hopper we fly daily for free,
842952,2025-02-16T17:15:31+00:00,text,Rare now😁,
842951,2025-02-16T17:15:30+00:00,sticker,[STICKER] CAADBQADQxYAArqTkFWUDOCF1yUL-wI,media/sticker_842951.webp
842950,2025-02-16T17:15:29+00:00,text,Apa,
842949,2025-02-16T17:15:17+00:00,text,Occassionally fly high?,
842948,2025-02-16T17:15:12+00:00,text,Kya khau,
842947,2025-02-16T17:15:03+00:00,text,No😂 occasionaly,
842946,2025-02-16T17:14:48+00:00,text,Kha,
842945,2025-02-16T17:14:43+00:00,text,Then you are nashedi,
842944,2025-02-16T17:14:41+00:00,text,Let's stay enthusiastic and support Hopper,
842943,2025-02-16T17:14:40+00:00,text,Ache se,
842942,2025-02-16T17:14:39+00:00,text,No buddy rank push,
842941,2025-02-16T17:14:35+00:00,text,Okh smj gya,
842940,2025-02-16T17:14:28+00:00,sticker,[STICKER] CAADBQADyBEAAiKHiVWpnDAmcLe-dgI,media/sticker_842940.webp
842939,2025-02-16T17:14:28+00:00,text,Push Hopper,
842938,2025-02-16T17:14:26+00:00,text,Early Ants,
842937,2025-02-16T17:14:22+00:00,text,Yes,
842936,2025-02-16T17:14:22+00:00,text,Yeah i😂😂,
842935,2025-02-16T17:14:15+00:00,text,Go private 😃😾,
842934,2025-02-16T17:14:11+00:00,text,Push early,
842933,2025-02-16T17:14:05+00:00,text,O shit very vad,
842932,2025-02-16T17:14:04+00:00,text,Okhh,
842931,2025-02-16T17:14:01+00:00,text,Don't be late,
842930,2025-02-16T17:13:59+00:00,text,"Pure Hopper energy! 🔥 Let’s keep pushing, ants! The future is ours to build together! 🚀💪",
842929,2025-02-16T17:13:57+00:00,text,Secret,
842928,2025-02-16T17:13:56+00:00,text,Pumt now 🥱,
842927,2025-02-16T17:13:53+00:00,sticker,[STICKER] BAADBAADDRcAAgS-CFFgDEf4gJWuugI,media/sticker_842927.webp
842926,2025-02-16T17:13:50+00:00,text,Whut bro,
842925,2025-02-16T17:13:47+00:00,text,"Hopper stands out with fun games, fair rewards, and a focus on bringing the community together, making sure everyone feels valued.",
842924,2025-02-16T17:13:45+00:00,text,Pump it,
842923,2025-02-16T17:13:43+00:00,text,Drug user😂,
842922,2025-02-16T17:13:36+00:00,text,Leave leave🌚,
842921,2025-02-16T17:13:22+00:00,sticker,[STICKER] CAADBQADnRQAAvk4iVXwpBLTu5quHQI,media/sticker_842921.webp
842920,2025-02-16T17:13:22+00:00,text,Nashedi?,
842919,2025-02-16T17:13:20+00:00,text,We are down,
842918,2025-02-16T17:13:16+00:00,text,Up up up 😴,
842917,2025-02-16T17:13:11+00:00,text,Oh😂😂😂 here bhonda means nashedi,
842916,2025-02-16T17:13:04+00:00,text,The spirit of the ants. Create truly extraordinary history,
842915,2025-02-16T17:13:02+00:00,text,Hopper is building something big! 🚀 Stay locked in and ready for what’s coming next! 🐜🔥,
842914,2025-02-16T17:13:02+00:00,text,Say me,
842913,2025-02-16T17:12:59+00:00,text,Jaa,
842912,2025-02-16T17:12:52+00:00,sticker,[STICKER] CAADBQADnRQAAvk4iVXwpBLTu5quHQI,media/sticker_842912.webp
842911,2025-02-16T17:12:52+00:00,text,But Baji has kept many secrets sry😂,
842910,2025-02-16T17:12:52+00:00,text,Like potato,
842909,2025-02-16T17:12:49+00:00,text,Bol rha tha,
842908,2025-02-16T17:12:48+00:00,sticker,[STICKER] CAADBQADvgkAAhFIWFfmIU368-4GJQI,media/sticker_842908.webp
842907,2025-02-16T17:12:43+00:00,text,Soja,
842906,2025-02-16T17:12:41+00:00,text,No it is fried snacks like baji,
842905,2025-02-16T17:12:35+00:00,text,Chii,
842904,2025-02-16T17:12:31+00:00,sticker,[STICKER] CAADBQADyBEAAiKHiVWpnDAmcLe-dgI,media/sticker_842904.webp
842903,2025-02-16T17:12:30+00:00,sticker,[STICKER] BAADBAAD9hYAAu7NEVH5ayXjMz2E4AI,media/sticker_842903.webp
842902,2025-02-16T17:12:29+00:00,text,Ok bro,
842901,2025-02-16T17:12:27+00:00,text,Are tu sona,
842900,2025-02-16T17:12:23+00:00,text,🌿?,
842899,2025-02-16T17:12:17+00:00,text,Fix Spanish text,
842898,2025-02-16T17:12:15+00:00,text,Yeah buddy 😁,
842897,2025-02-16T17:12:13+00:00,sticker,[STICKER] BAADBAADsBcAAvPTCVGIJjapKCj1PAI,media/sticker_842897.webp
842896,2025-02-16T17:12:10+00:00,text,Bonda you don't know,
842895,2025-02-16T17:12:07+00:00,text,Chale,
842894,2025-02-16T17:12:03+00:00,text,Whut bro,
842893,2025-02-16T17:12:01+00:00,sticker,[STICKER] CAADBQADnRQAAvk4iVXwpBLTu5quHQI,media/sticker_842893.webp
842892,2025-02-16T17:11:57+00:00,text,Mas muth sec,
842891,2025-02-16T17:11:54+00:00,sticker,[STICKER] BAADBQADGQUAAk_xCVUeDbxngeylCwI,media/sticker_842891.webp
842890,2025-02-16T17:11:50+00:00,text,Ccc,
842889,2025-02-16T17:11:47+00:00,text,Hahahaha ik bhonda meaning but u know the same meaning or other😂😂,
842888,2025-02-16T17:11:44+00:00,text,Chalooooooo,
842887,2025-02-16T17:11:42+00:00,text,From now baji and bonda became freinds,
842886,2025-02-16T17:11:40+00:00,text,Keep pushing,
842885,2025-02-16T17:11:19+00:00,sticker,[STICKER] BAADBQADVwcAAj5a4FUpQtVvAAFoN44C,media/sticker_842885.webp
842884,2025-02-16T17:11:10+00:00,sticker,[STICKER] BAADBAADNSYAAnIsAVNuYC_flEh7qgI,media/sticker_842884.webp
842883,2025-02-16T17:11:01+00:00,sticker,[STICKER] CAADBQADDhUAAqRZiVXqwIP3A3Q0XgI,media/sticker_842883.webp
842882,2025-02-16T17:10:52+00:00,text,I see,
842881,2025-02-16T17:10:46+00:00,text,Fix English,
842880,2025-02-16T17:10:38+00:00,text,It may be funny I look like that😂,
842879,2025-02-16T17:10:28+00:00,sticker,[STICKER] BAADBQADMQ8AAigAAflVEY4KNapnzjcC,media/sticker_842879.webp
842877,2025-02-16T17:10:27+00:00,text,By guys,
842876,2025-02-16T17:10:22+00:00,text,Abee tu ja,
842875,2025-02-16T17:10:20+00:00,sticker,[STICKER] CAADBQADnRQAAvk4iVXwpBLTu5quHQI,media/sticker_842875.webp
842874,2025-02-16T17:10:18+00:00,text,Mathew the greatest warrior,
842873,2025-02-16T17:10:17+00:00,text,Ahhhhhhh ahhhhhhh ahhhhhhh,
842872,2025-02-16T17:10:17+00:00,sticker,[STICKER] CAADBQADJQUAArtAaFbqEYvWutonjwI,media/sticker_842872.webp
842871,2025-02-16T17:10:14+00:00,text,Bonda why,
842870,2025-02-16T17:10:05+00:00,text,Yes,
842869,2025-02-16T17:10:05+00:00,text,Tu na mila😢,
842868,2025-02-16T17:10:03+00:00,sticker,[STICKER] CAADBQADnRQAAvk4iVXwpBLTu5quHQI,media/sticker_842868.webp
842867,2025-02-16T17:10:01+00:00,text,U r mathew?,
842866,2025-02-16T17:10:00+00:00,text,Okh,
842865,2025-02-16T17:09:59+00:00,sticker,[STICKER] BAADBAADFBIAAuf_YFDIh6iOBMVdOgI,media/sticker_842865.webp
842864,2025-02-16T17:09:55+00:00,text,Roya tha me,
842863,2025-02-16T17:09:52+00:00,text,Yeah,
842862,2025-02-16T17:09:51+00:00,text,😂😂😂,
842861,2025-02-16T17:09:46+00:00,sticker,[STICKER] CAADBQADJAgAAh9cYFfs57c1mBZmrwI,media/sticker_842861.webp
842860,2025-02-16T17:09:44+00:00,text,Keep support all project,
842859,2025-02-16T17:09:43+00:00,text,Tujhee dhundee dhundee,
842858,2025-02-16T17:09:43+00:00,text,Anywhere,
842857,2025-02-16T17:09:41+00:00,text,Okh smj gya,
842856,2025-02-16T17:09:37+00:00,text,No doubt,
842855,2025-02-16T17:09:33+00:00,text,Me,
842854,2025-02-16T17:09:32+00:00,text,We love Hopper,
842853,2025-02-16T17:09:31+00:00,sticker,[STICKER] CAADBQADnRQAAvk4iVXwpBLTu5quHQI,media/sticker_842853.webp
842852,2025-02-16T17:09:30+00:00,text,Hiihiii,
842851,2025-02-16T17:09:29+00:00,text,Great project Hopper,
842850,2025-02-16T17:09:29+00:00,text,Maine Royaan 😭,
842849,2025-02-16T17:09:28+00:00,text,Nice,
842848,2025-02-16T17:09:28+00:00,text,I'm baji who's bonda,
842847,2025-02-16T17:09:26+00:00,text,Good night,
842846,2025-02-16T17:09:24+00:00,text,Ha ha 😂🤣,
842845,2025-02-16T17:09:21+00:00,text,Come on,
842844,2025-02-16T17:09:20+00:00,text,Always,
842843,2025-02-16T17:09:17+00:00,sticker,[STICKER] CAADBAADOBUAAop0yFKwpMLyf7TAiAI,media/sticker_842843.webp
842841,2025-02-16T17:09:14+00:00,text,Pump it,
842840,2025-02-16T17:09:13+00:00,text,Good night guys,
842839,2025-02-16T17:09:12+00:00,sticker,[STICKER] CAADBQADthoAAvBMKVYwgaVFfY8roAI,media/sticker_842839.webp
842838,2025-02-16T17:09:11+00:00,text,Be careful of links shared by unknown people.,
842837,2025-02-16T17:09:10+00:00,text,Not have free space to do,
842836,2025-02-16T17:09:08+00:00,text,Bye,
842835,2025-02-16T17:09:06+00:00,text,See you later,
842834,2025-02-16T17:09:06+00:00,text,Only russian language,
842833,2025-02-16T17:09:05+00:00,text,Acha tik he smj gaya,
842832,2025-02-16T17:09:02+00:00,sticker,[STICKER] CAADBAAD3xYAAm0F2FJsTF9E-8op0wI,media/sticker_842832.webp
842831,2025-02-16T17:09:00+00:00,text,Why sad😾,
842830,2025-02-16T17:09:00+00:00,text,Bye,
842829,2025-02-16T17:08:59+00:00,text,Spanish,
842828,2025-02-16T17:08:59+00:00,text,Go up with baji and bonda,
842827,2025-02-16T17:08:56+00:00,text,Yeah buddy let's go,
842826,2025-02-16T17:08:54+00:00,text,English or Spanish ?,
842825,2025-02-16T17:08:51+00:00,text,"Come on, let's be enthusiastic about growing the meme community",
842824,2025-02-16T17:08:49+00:00,text,That's why u bad from it na,
842823,2025-02-16T17:08:48+00:00,text,Meditation,
842822,2025-02-16T17:08:47+00:00,text,Support Hopper,
842821,2025-02-16T17:08:46+00:00,text,Hopper to the moon,
842820,2025-02-16T17:08:44+00:00,sticker,[STICKER] BAADBQADxQ0AAiqEaFXWerMxjpnTRgI,media/sticker_842820.webp
842819,2025-02-16T17:08:41+00:00,text,Spanish,
842818,2025-02-16T17:08:40+00:00,text,Always active,
842817,2025-02-16T17:08:37+00:00,text,What!!! Small thinking,
842816,2025-02-16T17:08:36+00:00,text,Work herder,
842815,2025-02-16T17:08:35+00:00,sticker,[STICKER] CAADBQADnRQAAvk4iVXwpBLTu5quHQI,media/sticker_842815.webp
842814,2025-02-16T17:08:32+00:00,text,Pump it,
842813,2025-02-16T17:08:32+00:00,text,Don't eat copy,
842812,2025-02-16T17:08:28+00:00,text,Boom,
842811,2025-02-16T17:08:27+00:00,text,Me badddd from it,
842810,2025-02-16T17:08:26+00:00,text,Push it,
842809,2025-02-16T17:08:25+00:00,text,Exercise,
842808,2025-02-16T17:08:24+00:00,text,What copy?,
842807,2025-02-16T17:08:23+00:00,text,Is it true,
842806,2025-02-16T17:08:21+00:00,text,Go to the moon,
842805,2025-02-16T17:08:19+00:00,text,So what?,
842804,2025-02-16T17:08:18+00:00,text,Hard work😂😂😂😂,
842803,2025-02-16T17:08:16+00:00,sticker,[STICKER] BAADBAADDRcAAgS-CFFgDEf4gJWuugI,media/sticker_842803.webp
842802,2025-02-16T17:08:15+00:00,text,Don't copy 🙄,
842801,2025-02-16T17:08:11+00:00,text,To the moon,
842800,2025-02-16T17:08:10+00:00,text,It should be big for boyss,
842799,2025-02-16T17:08:04+00:00,text,Tap on a clip to paste it in the text box.,
842798,2025-02-16T17:08:03+00:00,text,English?,
842797,2025-02-16T17:08:03+00:00,text,Haahahaha,
842796,2025-02-16T17:08:02+00:00,text,Whyalla:(,
842795,2025-02-16T17:07:58+00:00,text,By determination 😂,
842794,2025-02-16T17:07:57+00:00,sticker,[STICKER] BAADBQADOA8AAn53aVUnrwqKi_eASQI,media/sticker_842794.webp
842793,2025-02-16T17:07:56+00:00,sticker,[STICKER] BAADBAADkiUAAnAjAAFT_UtPpMLgN08C,media/sticker_842793.webp
842792,2025-02-16T17:07:53+00:00,text,Let's freaking go,
842791,2025-02-16T17:07:51+00:00,text,Lmao Nana,
842790,2025-02-16T17:07:51+00:00,text,"Hopper’s memes are relatable, clever, and downright genius.",
842789,2025-02-16T17:07:49+00:00,text,Wow,
842788,2025-02-16T17:07:48+00:00,sticker,[STICKER] BAADBAADNSYAAnIsAVNuYC_flEh7qgI,media/sticker_842788.webp
842787,2025-02-16T17:07:47+00:00,text,What/,
842786,2025-02-16T17:07:45+00:00,text,Hopper is the perfect escape from the stresses of life,
842785,2025-02-16T17:07:44+00:00,text,U r adhi gharwali,
842784,2025-02-16T17:07:42+00:00,text,How bro,
842783,2025-02-16T17:07:42+00:00,text,Hopper’s humor is universal—it speaks to everyone,
842782,2025-02-16T17:07:38+00:00,text,To the moon,
842781,2025-02-16T17:07:37+00:00,text,Let's puuuuush,
842780,2025-02-16T17:07:36+00:00,sticker,[STICKER] BAADBQADsQYAAn372Vf0J9kyl3wwwAI,media/sticker_842780.webp
842779,2025-02-16T17:07:36+00:00,sticker,[STICKER] BAADBAADvBYAAi9uCFHeoosTQp6rhQI,media/sticker_842779.webp
842778,2025-02-16T17:07:32+00:00,text,Itna chota ....😂😂,
842777,2025-02-16T17:07:32+00:00,text,I going to stop everything,
842776,2025-02-16T17:07:29+00:00,text,Noo it's only for his friends log,
842775,2025-02-16T17:07:27+00:00,text,Let's guuuu,
842774,2025-02-16T17:07:25+00:00,sticker,[STICKER] BAADBQADjAcAAtZJOFaW_F0NmLLYEwI,media/sticker_842774.webp
842773,2025-02-16T17:07:23+00:00,text,Top 20 aggain 🤣🤣,
842772,2025-02-16T17:07:23+00:00,text,Lfg,
842771,2025-02-16T17:07:18+00:00,sticker,[STICKER] CAADAQAD_AIAAhyiYUWKyImstfZqyQI,media/sticker_842771.webp
842770,2025-02-16T17:07:10+00:00,text,U can participate na!!,
842769,2025-02-16T17:07:07+00:00,text,Oh I didn't try it,
842768,2025-02-16T17:07:01+00:00,text,I will be absent,
842767,2025-02-16T17:07:00+00:00,text,Narg me ?,
842766,2025-02-16T17:06:59+00:00,text,Hopper’s humor is universal—it speaks to everyone,
842765,2025-02-16T17:06:55+00:00,text,Yeah,
842764,2025-02-16T17:06:55+00:00,text,But u and me bad 😭,
842761,2025-02-16T17:06:53+00:00,text,Good job,
842760,2025-02-16T17:06:53+00:00,sticker,[STICKER] BAADBAADjhIAAoVuOVJ1rmj73kZyxQI,media/sticker_842760.webp
842758,2025-02-16T17:06:50+00:00,text,Costly than gan,
842757,2025-02-16T17:06:48+00:00,text,Yeah always support,
842756,2025-02-16T17:06:45+00:00,sticker,[STICKER] CAADBQADkQgAAneBYVe4SdlJDRCfiwI,media/sticker_842756.webp
842755,2025-02-16T17:06:44+00:00,text,Yes always together,
842754,2025-02-16T17:06:43+00:00,text,South actor ?,
842753,2025-02-16T17:06:40+00:00,text,He will give treat every one,
842752,2025-02-16T17:06:37+00:00,text,Happy birthday sis,
842750,2025-02-16T17:06:33+00:00,text,Yeah buddy Wlc,
842749,2025-02-16T17:06:32+00:00,sticker,[STICKER] CAADBQADlQADwqBbIfcwdsDPjGHzAg,media/sticker_842749.webp
842748,2025-02-16T17:06:31+00:00,sticker,[STICKER] BAADBQADKhEAAsSGCFV3Rmrg1A5v1AI,media/sticker_842748.webp
842747,2025-02-16T17:06:25+00:00,text,Yeah I am craving,
842746,2025-02-16T17:06:24+00:00,sticker,[STICKER] CAADBQADDhUAAqRZiVXqwIP3A3Q0XgI,media/sticker_842746.webp
842745,2025-02-16T17:06:23+00:00,text,Sad🤧,
842744,2025-02-16T17:06:22+00:00,text,Together we push Hopper to the top,
842743,2025-02-16T17:06:18+00:00,sticker,[STICKER] BAADBQADmA0AAmMG0FXGkTA4whx_XwI,media/sticker_842743.webp
842742,2025-02-16T17:06:17+00:00,text,Push push,
842741,2025-02-16T17:06:16+00:00,text,What do you mean,
842740,2025-02-16T17:06:16+00:00,text,Thank youu  ❤️,
842739,2025-02-16T17:06:12+00:00,text,What copy?🤕,
842738,2025-02-16T17:06:11+00:00,text,Support Hopper,
842737,2025-02-16T17:06:06+00:00,text,Chup chup ke mat dekh 🥴,
842736,2025-02-16T17:06:06+00:00,text,Understand,
842735,2025-02-16T17:06:03+00:00,text,Yeah,
842734,2025-02-16T17:06:02+00:00,text,Happy Birthday brother ❤️❤️,
842733,2025-02-16T17:06:02+00:00,text,To,
842732,2025-02-16T17:06:01+00:00,text,Don’t cry buddy,
842731,2025-02-16T17:05:59+00:00,text,Ohh,
842730,2025-02-16T17:05:58+00:00,sticker,[STICKER] CAADBAADzhQAAk-I2FMWBFLG04PWFgI,media/sticker_842730.webp
842729,2025-02-16T17:05:57+00:00,text,Come budddy,
842728,2025-02-16T17:05:57+00:00,text,Don't copy 🤣,
842727,2025-02-16T17:05:56+00:00,sticker,[STICKER] CAADBAAD_goAAm552VG8bPMxLS1iywI,media/sticker_842727.webp
842726,2025-02-16T17:05:53+00:00,text,Cooling,
842725,2025-02-16T17:05:51+00:00,text,To the moon,
842724,2025-02-16T17:05:49+00:00,text,Hopper going to the moon👀🔥,
842723,2025-02-16T17:05:48+00:00,text,Then still I'm early,
842722,2025-02-16T17:05:45+00:00,text,No bro what's it?,
842721,2025-02-16T17:05:43+00:00,text,What?,
842720,2025-02-16T17:05:42+00:00,text,Keep support Hopper,
842719,2025-02-16T17:05:42+00:00,sticker,[STICKER] CAADBQADnRQAAvk4iVXwpBLTu5quHQI,media/sticker_842719.webp
842718,2025-02-16T17:05:40+00:00,sticker,[STICKER] CAADBAADzhQAAk-I2FMWBFLG04PWFgI,media/sticker_842718.webp
842717,2025-02-16T17:05:38+00:00,text,Don't spam,
842716,2025-02-16T17:05:38+00:00,text,No sir,
842715,2025-02-16T17:05:37+00:00,text,Maine royan,
